#IDA	IDB	WI2004	WI2007	BPMAPS
R107.4	W09H1.6	core		
R107.7	T28A11.11	core	core	
R10D12.14	T26A5.9	core	core	
R119.1	W02D3.8			core
R119.2	Y37H9A.3		core	
R119.4	ZK1128.2	core		
R119.7	ZC308.1		core	
R11A5.2	ZK1055.1			core
R11A5.2	ZK858.4		core	
R11A8.2	T11B7.1	core	core	
R11E3.6	T17H7.4	core		
R11E3.6	ZK1053.5		core	
R11E3.6	ZK121.2		core	
R11E3.6	ZK849.2	core		
R11E3.7	W05H7.4		core	
R11E3.7	Y25C1A.6		core	
R11E3.7	ZC395.8		core	
R11E3.8	Y46G5A.12		core	
R11F4.2	Y38F1A.5		core	
R11G11.6	T17H7.4	core		
R12A1.2	ZK1055.7		core	
R12B2.1	R74.5	core		
R12B2.1	Y46C8AL.1	core		
R12B2.1	Y48E1B.3	core		
R12B2.1	Y79H2A.1	core		
R12B2.4	W01B6.9	core		
R12B2.5	ZK858.4	core		
R12E2.11	R12E2.11		core	
R12E2.11	W09C2.1		core	
R12E2.3	T06D8.8			core
R12E2.3	W06D4.6			core
R12H7.5	T10E9.1		core	
R12H7.5	Y113G7B.1		core	
R13A5.10	R13A5.10		core	
R13F6.1	T25C8.2			core
R13F6.9	W02G9.2	core		
R13F6.9	Y41D4B.19	core		
R13F6.9	ZK1055.7	core		
R144.10	Y15E3A.1	core		
R144.2	Y57A10A.9		core	
R144.9	ZK970.3	core	AACT	
R148.3	T17H7.4	core		
R148.5	Y59E9AR.5	core		
R148.6	T04D3.1		core	
R151.2	R151.2		core	core
R151.2	W04G3.5		core	
R151.2	Y48G1C.1	core		
R166.1	W03C9.4		core	
R166.1	ZK1127.9		core	
R166.2	T07C4.1	core		
R186.4	ZK945.2			core
R186.5	Y18D10A.8	core		
R31.1	W09H1.6	core		
R53.5	W02G9.2	core		
R53.5	Y69H2.3		core	
R74.5	T21G5.5		core	
R74.5	T22B2.4	core		
T01B7.3	ZK849.2		core	
T01B7.5	Y55F3C.6		core	
T01B7.5	Y75B8A.7		core	
T01B7.8	T21B6.3	core		
T01B7.8	Y39B6A.1	core		
T01C3.2	Y53H1A.1		core	
T01C3.3	Y41C4A.14	core		
T01C3.9	T19E10.1		core	
T01C8.1	Y47D3A.15		core	
T01C8.1	Y65B4BR.5	core		
T01D1.2	T21G5.5		core	
T01D1.2	T22B2.4	core		
T01D1.6	T01D1.6	core		
T01D1.6	T02E1.3	core		
T01D1.6	T23F1.6	core		
T01D1.6	Y22F5A.4	core		
T01D1.6	Y37D8A.21		core	
T01D1.6	Y39B6A.1	core		
T01D1.6	Y77E11A.15	core		
T01D1.6	Y79H2A.11	core		
T01G9.2	ZK1098.4	core		
T01G9.5	T01G9.5	core		
T01G9.5	ZK858.4	core	core	
T01G9.6	T01G9.6		core	
T01G9.6	T17H7.4	core		
T01G9.6	Y40B10A.2		core	
T01G9.6	Y80D3A.3		core	
T02E1.3	W03F9.2		core	
T02E1.3	W06F12.1	core		
T02E9.2	T04H1.2	core		
T03E6.7	ZK849.2	core		
T03F6.1	T03F6.1		core	
T04A11.6	T06E4.3			core
T04A11.6	W03D2.3			core
T04A8.16	Y55F3BR.6		core	
T04C10.1	W04D2.1	core		
T04C12.6	T04C12.6		noncore	core
T04C12.6	T25C8.2			core
T04C12.6	W06F12.1			core
T04D1.3	Y55F3AM.10	core		
T04D3.1	T05H4.14		core	
T04D3.1	ZC123.4		core	
T04F8.6	T04F8.6		core	
T04H1.2	T04H1.2	core	core	
T04H1.2	T05C12.6	core		
T04H1.2	T09A5.12	core		
T04H1.2	T11B7.1	core		
T04H1.2	T16H12.4	core		
T04H1.2	T22A3.3	core		
T04H1.2	T23B12.2	core		
T04H1.2	W03F9.10	core		
T04H1.2	W04A8.6	core		
T04H1.2	Y39B6A.1	core		
T04H1.2	Y40C5A.1	core		
T04H1.2	Y42G9A.1	core		
T04H1.2	Y43F11A.3	core		
T04H1.2	Y43H11AL.1	core		
T04H1.2	Y46G5A.20	core	core	
T04H1.2	ZC239.15	core		
T04H1.2	ZC395.8	core		
T04H1.2	ZC504.4	core		
T04H1.2	ZK1067.3	core		
T04H1.2	ZK1098.4	core		
T04H1.2	ZK1240.9	core		
T04H1.2	ZK930.3	core		
T04H1.4	ZC302.1			core
T04H1.6	Y39B6A.1	core		
T04H1.6	Y69A2AR.18	core		
T04H1.9	Y40B10A.2		core	
T05A10.6	W09C2.1		core	
T05A7.3	ZK1055.7		core	
T05B11.3	ZK849.2		core	
T05B4.3	Y2H9A.1	core		
T05B9.1	T05B9.1			core
T05C12.6	T11B7.4	core		
T05C12.6	T17H7.4	core		
T05C12.6	Y79H2A.11	core		
T05C12.7	Y41C4A.14			core
T05D4.1	T05D4.1	core	core	
T05E7.5	ZK678.1			core
T05F1.4	T17H7.4	core		
T05G5.10	Y17G7B.4	core	core	
T05G5.10	ZK1225.6			core
T05G5.6	Y55F3AM.10	core		
T05G5.6	Y69A2AR.30	core		
T05G5.6	ZK1098.5	core		
T05H4.14	T08G5.5	core		
T05H4.14	Y59A8B.10	core		
T05H4.14	Y66D12A.16	core		
T05H4.2	W07B3.2	AACT_haploid	core	
T06C12.14	T11B7.1		core	
T06C12.6	Y40B10A.2		core	
T06C12.7	Y69H2.3		core	
T06D8.3	Y37H9A.3		core	
T06E4.3	W03D2.3			core
T06E4.6	W03D2.4			core
T06E4.6	W08F4.8	core		
T07C12.7	W09C2.1		core	
T07C4.1	T12D8.7	core		
T07C4.1	W09D10.3	core		
T07C4.10	T26A5.9	core		
T07C4.3	W09H1.6	core	core	
T07C4.3	ZK892.1	core	core	
T07C4.9	ZK1055.7		core	
T07D4.2	T18D3.7	core		
T07D4.2	T24H7.4	core		
T07D4.2	ZC455.1	core		
T07E3.5	T11B7.4	core		
T07E3.5	Y43C5A.6		core	
T07F8.3	T11B7.4	core		
T07F8.4	ZK945.2			core
T07G12.10	ZK849.2	core		
T07G12.11	ZK863.6		core	
T07G12.6	ZK863.6		core	
T08E11.4	W04D2.1	core		
T08E11.8	ZK652.6		core	
T08G11.4	Y39A1A.3		core	
T08G11.4	ZK849.2	core		
T09A5.12	T11B7.4	core		
T09A5.12	Y57G11C.24		core	
T09A5.2	T28C12.4	core		
T09A5.2	Y15E3A.1	core		
T09B4.2	T09B4.2			core
T09E8.2	T12B3.1		core	
T09F3.1	W06F12.1			core
T10C6.5	Y55F3AM.13	core		
T10F2.4	Y40B10A.2		core	
T11B7.1	T12F5.1		core	
T11B7.1	T23F1.6		core	
T11B7.1	W01A8.1		core	
T11B7.1	Y49E10.1		core	
T11B7.1	Y49F6B.4		core	
T11B7.1	Y55B1BR.2		core	
T11B7.1	Y59A8B.10		core	
T11B7.1	ZK121.2		core	
T11B7.2	Y69H2.3		core	
T11B7.2	ZK1053.5		core	
T11B7.4	T11B7.4	core	noncore	
T11B7.4	T13C5.4	core		
T11B7.4	T17H7.4	core	core	
T11B7.4	T22A3.3	core		
T11B7.4	T27F2.2	core		
T11B7.4	W02D3.11	core		
T11B7.4	W03F11.6	core		
T11B7.4	W04D2.1	core	core	
T11B7.4	W05H7.4	core	core	
T11B7.4	W07B8.3	core		
T11B7.4	Y116A8C.26	core		
T11B7.4	Y43F8C.14	core		
T11B7.4	Y45F10B.13	core		
T11B7.4	Y51H4A.17	core		
T11B7.4	Y53C12B.3	core		
T11B7.4	Y54E10BL.6			core
T11B7.4	Y57G11C.24	core		
T11B7.4	Y63D3A.4	core		
T11B7.4	ZC247.1	core		
T11B7.4	ZK112.2		core	
T11B7.4	ZK121.2	core	core	
T11B7.4	ZK1307.9	core	core	
T11B7.4	ZK287.6	core		
T11B7.4	ZK512.5	core		
T11B7.4	ZK678.1			core
T11B7.4	ZK863.7	core		
T12B5.6	Y113G7B.23	core		
T12B5.6	Y7A5A.3	core		
T12D8.7	Y119C1A.1	core		
T12D8.7	Y46G5A.31	core		
T12D8.9	Y69H2.3		core	
T12E12.4	T12E12.4			core
T12F5.5	Y65B4BR.4		core	
T12G3.1	T18D3.7		core	
T12G3.1	Y18D10A.5	core		
T12G3.1	Y41C4A.14	core		
T13A10.2	Y69H2.3		core	
T13F2.3	W02D3.9		core	
T13F2.8	Y56A3A.1			core
T13H5.4	W07E6.4	core		
T14B4.6	ZK637.5		core	
T14D7.3	Y41E3.7		core	
T14D7.3	ZK849.2		core	
T14F9.4	W06F12.1	core		
T14G12.4	Y75B8A.1	core		
T14G8.2	Y52E8A.2		core	
T15B7.4	Y69H2.3		core	
T17H7.4	T28C6.7	core		
T17H7.4	W02D3.11	core		
T17H7.4	W04D2.1	core		
T17H7.4	W05H7.4	core		
T17H7.4	W06F12.1	core		
T17H7.4	W10G6.3	core		
T17H7.4	Y119C1A.1	core		
T17H7.4	Y39B6A.11	core		
T17H7.4	Y40C5A.1	core		
T17H7.4	Y42G9A.1	core		
T17H7.4	Y44E3A.6	core		
T17H7.4	Y45F10D.13	core		
T17H7.4	Y46G5A.31	core		
T17H7.4	Y53H1A.1	core		
T17H7.4	Y54E2A.3	core	core	
T17H7.4	Y57G11C.24	core		
T17H7.4	Y71H2AM.15	core		
T17H7.4	Y73B6BL.33	core		
T17H7.4	Y77E11A.7	core		
T17H7.4	Y79H2A.11	core		
T17H7.4	Y82E9BR.13	core		
T17H7.4	ZC8.4	core		
T17H7.4	ZK1240.2	core		
T17H7.4	ZK1248.10	core		
T17H7.4	ZK849.2	core	core	
T17H7.4	ZK930.3	core		
T18D3.7	T18D3.7		core	
T18D3.7	T22D1.12	core		
T18D3.7	T24H5.1		core	
T18D3.7	W07E6.4	core		
T18D3.7	Y39C12A.9		core	
T18D3.7	Y48A6B.4		core	
T18D3.7	Y54E5A.1	core		
T19B10.4	T20G5.11			core
T19B4.5	T19B4.5		core	
T19B4.5	T22A3.4	core		
T19B4.5	Y41E3.7		core	
T19C3.8	W03F11.1		core	
T19C3.8	W07E6.4		core	
T19C3.8	W09D6.5		core	
T20B12.2	Y69A2AR.30	core		
T20B12.7	Y40B10A.2		core	
T20B5.2	T21C9.4		core	
T20G5.11	T20G5.11			core
T20H4.4	VW02B12L.4	core		
T21B10.7	Y39A1A.3		core	
T21B4.15	W06F12.1	core		
T21B6.3	T22H2.5	core		core
T21B6.3	Y17G7B.14	core		
T21B6.3	Y65B4A.7	core		
T21B6.3	Y79H2A.11	core		
T21C9.4	T21C9.4	core	core	
T21D12.11	Y69H2.3		core	
T21G5.5	T21G5.5		core	
T21G5.5	T22B2.4	core		
T21G5.5	Y18D10A.8		core	
T21G5.5	Y54H5A.3		core	
T21G5.5	ZK1067.6		core	
T22A3.3	W03D8.8	core		
T22A3.3	Y65B4A.7	core		
T22A3.3	ZK849.2	core		
T22A3.4	Y57A10A.8	core		
T22B2.4	W02A11.3	core		
T22C8.3	Y49E10.23	core		
T22C8.3	ZK909.4	core		
T22C8.5	W02D3.9		core	
T22D2.1	ZK849.2	core		
T22G5.2	W02G9.2	core		
T22H2.5	T23F1.6			core
T22H2.5	W02D3.5			core
T22H2.5	Y17G7B.14	core		
T22H2.5	ZK1067.7			core
T23B12.1	Y54E2A.3		core	
T23F1.6	W02A2.3			core
T23F1.6	W03G1.5	core		core
T23F1.6	Y39B6A.1	core		core
T23F1.6	Y69H2.3			core
T23F1.6	ZK1067.7			core
T23F11.3	T27E9.3		core	
T23F11.4	T26A5.9	core		
T23F2.5	ZK1053.5		core	
T23G7.1	Y48C3A.17		core	
T23G7.1	Y49E10.14		core	
T23G7.1	ZK637.11			core
T23H4.2	T23H4.2	core		
T24D5.3	ZK632.1		core	
T24E12.4	Y40B10A.2		core	
T24F1.1	Y24F12A.2		core	
T24F1.2	ZK858.4		core	
T24H10.3	Y49E10.6	core		
T24H7.3	Y110A7A.6		core	
T24H7.3	Y18D10A.5	core		
T24H7.4	T24H7.4		core	
T25C8.2	Y37D8A.10			core
T25C8.2	Y41C4A.10			core
T25E12.5	Y46G5A.31		core	
T26A5.7	W03D2.4			core
T26A5.8	Y53F4B.3		core	
T26A5.9	W02A11.3		core	
T26A5.9	Y38E10A.6	core		
T26A8.4	Y37H2A.1		core	
T26A8.4	Y49E10.14		core	
T26A8.4	Y65B4BR.4		core	
T26A8.4	ZK121.2		core	
T26C12.1	ZK1053.5		core	
T26C12.3	ZK849.2	core		
T26H2.9	ZC97.1		core	
T27A3.1	ZC97.1	core		
T27D12.4	Y49E10.14		core	
T27E4.2	Y46H3A.2		core	
T27F2.3	Y48E1B.12	core		
T27F2.3	ZK930.3	core		
T28A11.11	ZK836.1	core		
T28A8.7	ZK856.7			core
T28C6.3	Y25C1A.7		core	
T28C6.7	ZC504.4	core		
T28F12.2	ZC97.1		core	
T28F4.1	ZK546.11	core		
VW02B12L.3	W02G9.2	core		
VW02B12L.3	Y37E11AR.2	core		
W01A11.4	ZK1053.5		core	
W01A11.4	ZK121.2		core	
W01B6.9	Y59A8B.10	core		
W02C12.3	Y17G9B.1		core	
W02D3.5	ZK353.6			core
W02D3.8	Y73B6A.4			core
W02D3.9	ZK1053.3		core	
W02D9.2	Y25C1A.7		core	
W02G9.1	W02G9.1		core	
W02G9.2	W08F4.8	core		
W02G9.2	Y102E9.2	core		
W02G9.2	Y105C5B.13	core		
W02G9.2	Y106G6H.14	core		
W02G9.2	Y17G7B.11	core		
W02G9.2	Y46G5A.24	core		
W02G9.2	Y52E8A.3	core		
W02G9.2	Y69A2AR.30	core		
W03C9.5	Y40B10A.2		core	
W03D2.4	W03D2.4			core
W03D2.4	Y41C4A.14	core		core
W03F9.2	W09C2.1		core	
W03G1.5	Y113G7B.15	core		
W04B5.3	ZK1067.7	core		
W04D2.1	W04D2.1	core		
W04D2.1	W07E6.4	core		
W04D2.1	Y106G6D.7	core		
W04D2.1	Y17G9B.5	core		
W04D2.1	Y73B6BL.33	core		
W04D2.1	Y77E11A.7	core		
W04D2.1	ZC395.8	core		
W04D2.1	ZK418.4			core
W04E12.4	Y71A12B.11		core	
W04E12.5	W04E12.5		core	
W04G5.9	Y55F3C.6		core	
W04G5.9	Y62F5A.1		core	
W05B10.4	ZK792.6			core
W05H7.3	Y57A10A.16		core	core
W05H7.3	ZK1098.5			core
W05H7.4	W05H7.4		core	
W05H7.4	W06F12.1	core		
W05H7.4	Y116A8C.35		core	
W05H7.4	Y37D8A.21		core	
W05H7.4	Y46G5A.31		core	
W05H7.4	Y55F3AM.3		core	
W05H7.4	Y57G11C.24	noncore	core	
W05H7.4	Y65B4BR.4		core	
W05H7.4	Y92C3B.2	core		
W05H7.4	ZK121.2		core	
W06A7.3	Y41E3.7		core	
W06D4.1	W06D4.1	core	AACT	
W06D4.6	Y43C5A.6			core
W06D4.6	ZK1067.3	core		
W06F12.1	Y119C1A.1	core		
W06F12.1	Y11D7A.12	core		
W06F12.1	Y15E3A.5	core		
W06F12.1	Y44E3A.6	core		
W06F12.1	Y57G7A.5	core		
W06F12.1	Y79H2A.1	core		
W06F12.1	ZK1055.7	core	core	
W07E6.4	Y113G7B.23	core		
W07E6.4	ZK930.3	core		
W08F4.12	Y105C5B.13		core	
W08F4.8	Y37A1B.1	core		
W08G11.3	Y54H5A.2		core	
W08G11.3	ZC123.4		core	
W09C2.1	Y51A2D.4		core	
W09C2.1	ZK652.2		core	
W09D10.3	Y47G6A.14	core	core	
W09H1.6	Y18D10A.17	core		
W09H1.6	Y39G10AL.1	core		
W09H1.6	Y46G5A.10	core		
W09H1.6	ZC155.1	core		
W09H1.6	ZC247.1	core		
W09H1.6	ZK270.2	core	core	
W10C8.2	W10C8.2		core	
W10C8.2	Y47D3A.10		core	
W10C8.2	Y51H4A.4		core	
W10C8.2	Y53C12B.5		core	
W10C8.2	Y80D3A.3		core	
W10C8.2	ZK265.4		core	
W10G11.20	Y75B8A.30	core		
W10G6.3	Y37D8A.9			core
W10G6.3	Y41C4A.14	core		
W10G6.3	ZK678.1			core
Y104H12A.1	Y105C5B.13	core		
Y104H12A.1	ZK131.11	core		
Y105C5A.1	ZK858.4	core	core	
Y105C5B.19	ZK593.6		core	
Y105E8B.4	ZK856.11	core		
Y105E8B.5	Y105E8B.5	core	core	
Y105E8B.7	Y55B1BR.2		core	
Y106G6D.7	Y37A1B.1		core	
Y106G6D.7	Y65B4BR.4		core	
Y106G6D.7	ZK1055.7		core	
Y106G6H.4	Y106G6H.4		core	
Y110A7A.6	Y43F8B.2		core	
Y111B2A.11	ZK849.2		core	
Y113G7A.6	ZC504.4	core		
Y113G7A.6	ZK637.11			core
Y113G7B.15	Y49E10.14	core	core	
Y113G7B.17	Y113G7B.17		core	
Y113G7B.23	Y113G7B.23			core
Y113G7B.23	Y43F11A.4		core	
Y116A8C.13	Y43C5A.6			core
Y116A8C.35	Y92C3B.2	core	noncore	
Y116A8C.36	ZK1248.3		core	
Y119C1B.8	Y37E11AR.2	core		
Y11D7A.12	Y11D7A.13			core
Y15E3A.1	ZK1193.5	core		
Y15E3A.1	ZK867.1	core	core	
Y17G7B.11	Y65B4BR.4	core	core	
Y17G7B.11	ZK121.2		core	
Y17G7B.15	Y17G7B.15		core	
Y17G7B.19	ZK1053.5		core	
Y17G7B.2	ZK863.6	core		
Y18D10A.5	Y48C3A.7		core	
Y23H5A.5	ZK131.11	core	core	
Y2H9A.1	Y39B6A.1	core		
Y2H9A.1	ZK632.6	core		
Y34D9A.4	ZK849.2		core	
Y34D9A.7	Y37D8A.21		core	
Y37A1B.1	Y37A1B.1		core	
Y37D8A.17	Y69H2.3		core	
Y37D8A.21	Y49E10.14		core	
Y37D8A.21	Y65B4BR.4		core	
Y37D8A.21	ZK1053.5		core	
Y37D8A.21	ZK121.2		core	
Y37D8A.9	ZK1127.3		core	core
Y37E11AR.2	Y48G1C.1	core		
Y37E11AR.2	ZK849.2	core		
Y37E11B.4	Y40B10A.2		core	
Y37E3.11	Y69A2AR.30	core		
Y37H2A.1	Y65B4BR.4		core	
Y37H2A.1	ZK1053.5		core	
Y37H2A.1	ZK121.2		core	
Y38A10A.5	Y41C4A.14			core
Y38A8.2	Y41C4A.14			core
Y38C1AA.4	Y69A2AR.30	core		
Y38H6C.14	Y54E2A.3	core		
Y39A1A.23	Y41C4A.14	bad_status		core
Y39A1A.3	Y39A1A.3		core	
Y39B6A.1	ZK1067.7	core		
Y39B6A.1	ZK1307.8	core		
Y39B6A.1	ZK632.12	core		
Y39B6A.1	ZK673.7	core		
Y39B6A.13	Y56A3A.4		core	
Y39B6A.37	Y71H2B.10	core		
Y39H10A.7	Y77E11A.2			core
Y40B10A.2	Y46G5A.10		core	
Y40B10A.2	Y47D3A.15		core	
Y40B10A.2	Y71F9B.14		core	
Y40B10A.2	ZK1010.7		core	
Y40B10A.2	ZK1225.6		core	
Y40B10A.2	ZK328.7		core	
Y40B1B.5	Y40B1B.5		core	
Y40C5A.1	Y41E3.7		core	
Y40C5A.1	ZK849.2	core		
Y40C7B.4	Y40C7B.4		core	
Y41C4A.10	Y82E9BR.15	core		
Y41C4A.14	Y43F11A.5			core
Y41C4A.14	Y45G12B.2	core		
Y41C4A.14	ZK632.7	core		
Y41E3.7	Y65B4BL.4		core	
Y41E3.7	ZC239.16		core	
Y42H9AR.1	ZK945.2			core
Y43C5A.6	Y43C5A.6	core	core	core
Y43E12A.1	Y45F10A.2			core
Y43F11A.2	Y54E5A.1	core		
Y43F11A.5	Y54E5A.1	core		
Y43H11AL.3	Y47G6A.14		core	
Y43H11AL.3	ZK899.6		core	
Y44F5A.1	ZK669.4	core		
Y45F10A.2	ZC168.4			core
Y45F10D.13	ZK418.4			core
Y46G5A.24	Y79H2A.1	core		
Y46G5A.31	Y46G5A.31		core	
Y46G5A.31	Y61A9LA.9		core	
Y46H3A.2	Y46H3A.3		core	
Y47D7A.5	Y69H2.3		core	
Y47G6A.14	ZK512.4		core	
Y47G6A.22	Y47G6A.22		core	
Y48A6B.11	Y59A8B.7		core	
Y48A6B.7	Y48A6B.7		core	
Y48E1C.2	Y62E10A.17		core	
Y48G1A.4	Y53H1A.1		core	
Y48G8AL.6	Y61A9LA.3			core
Y49E10.14	Y55F3AM.3		core	
Y49E10.14	ZK121.2		core	
Y49E10.15	ZK1098.2	noncore	noncore	
Y49E10.15	ZK652.1			core
Y49E10.2	Y59A8B.7		core	
Y49E10.2	ZK1053.5		core	
Y50E8A.9	ZK1055.7		core	
Y51H1A.4	ZK849.2	core	AACT	
Y51H4A.17	Y51H4A.17	core		
Y51H4A.4	ZK909.4	core		
Y53C10A.4	ZK858.4		core	
Y53C10A.6	Y54G9A.6	core		
Y53C12B.3	Y63D3A.5		core	
Y53C12B.3	ZK121.2		core	
Y53F4B.22	Y75B8A.30	core		
Y53H1A.1	Y65B4BR.4		core	
Y54E10A.2	Y75B8A.30	core		
Y54E2A.3	ZK418.4			core
Y54E2A.3	ZK678.1			core
Y54E5A.5	Y65B4BR.5		core	
Y54G9A.6	Y57G11C.9	core		
Y54G9A.6	ZC328.4	core	core	
Y55D9A.2	ZK863.6		core	
Y55F3AM.15	Y62E10A.16	core		
Y55F3AM.3	ZK121.2		core	
Y55F3AR.3	ZK1320.1		core	
Y55F3C.6	Y55F3C.6		core	
Y55F3C.6	Y77E11A.6		core	
Y57A10A.16	ZK1098.5			core
Y57A10A.8	Y57A10A.8		core	
Y57A10A.8	Y63D3A.4	core		
Y57A10B.6	Y59E9AR.5	core		
Y57A10B.6	Y73F8A.16		core	
Y57G11C.22	Y69H2.6		core	
Y57G11C.22	ZK593.7		core	
Y57G11C.24	Y65B4BR.4		core	
Y59A8B.10	Y59A8B.10		core	
Y59A8B.7	Y59A8B.7		core	
Y59A8B.7	Y61A9LA.9		core	
Y59A8B.7	Y79H2A.11	core		
Y59A8B.7	ZK795.3		core	
Y59E9AL.6	ZK637.5		core	
Y59E9AR.5	Y79H2A.1	core		
Y62E10A.13	ZK637.5		core	
Y62E10A.14	ZK131.11	core		
Y62E10A.16	Y62E10A.16	core	core	
Y63D3A.4	Y77E11A.7	core		
Y63D3A.4	ZK863.7		core	
Y65B4BR.4	ZK1127.9		core	
Y65B4BR.4	ZK593.6		core	
Y65B4BR.5	Y65B4BR.5	core		
Y66H1A.6	ZK20.3			core
Y66H1B.2	ZK675.2			core
Y69H2.10	Y69H2.3		core	
Y69H2.3	Y69H2.3		core	
Y69H2.3	Y71F9AL.16		core	
Y69H2.3	ZK1067.7	core		
Y71A12B.6	ZK418.4			core
Y71F9AL.5	Y71F9AL.5		core	
Y71G12B.27	ZK632.2	core		
Y71H2B.3	Y75B8A.30	core		
Y73F8A.16	ZK121.2		core	
Y75B8A.1	Y81G3A.3	core		
Y75B8A.1	ZC482.5	core		
Y77E11A.13	ZK512.5		core	
Y77E11A.2	Y77E11A.2		core	
Y77E11A.2	ZK1307.8	core		
Y77E11A.4	ZK20.3			core
Y79H2A.1	ZK418.4			core
Y87G2A.3	ZK593.6		core	
ZC168.5	ZK849.2		core	
ZC168.6	ZK945.6		core	
ZC239.15	ZK546.4		core	
ZC239.15	ZK593.6		core	
ZC239.15	ZK666.2		core	
ZC239.15	ZK849.2	core		
ZC373.5	ZC373.5			core
ZC434.8	ZK637.5	core		
ZC455.1	ZC455.1		core	
ZK1055.1	ZK678.1			core
ZK1055.7	ZK1055.7		core	
ZK1055.7	ZK593.6		core	
ZK1058.3	ZK1058.3		core	
ZK1067.6	ZK121.2		core	
ZK1098.4	ZK1098.4		core	core
ZK121.2	ZK593.6		core	
ZK121.2	ZK666.2		core	
ZK121.2	ZK863.7		core	
ZK1225.6	ZK945.6		core	
ZK353.6	ZK353.6	core	core	core
ZK353.7	ZK353.7	core		
ZK381.4	ZK381.4	core		
ZK507.6	ZK632.1		core	
ZK666.8	ZK892.1	core		
ZK673.3	ZK678.1		core	
ZK829.7	ZK829.7		core	
ZK849.2	ZK849.2	core	core	
ZK849.2	ZK938.2		core	
ZK858.4	ZK858.4	core	core	
ZK945.2	ZK945.2		core	core
